text,rating,movie,label
beautiful. a couple of heartbreaking scenes about the impact humans have had on their lives. unbellievable cinematography. have no idea how they did this but it's a must see.,5.0,winged_migration,positive
So dramatic. So graceful. Birds are the shit.,4.0,winged_migration,positive
Interesting for me but a little scary for my 6 year old granddaughter,3.0,migration_2023,neutral
Good family fun movie with a good number of laughs along the way.,5.0,migration_2023,positive
i had the whole collection when i was youger,5.0,land_before_time_x_the_great_longneck_migration,positive
Generic and boring movie,1.0,migration_2023,negative
Information technology ’ s for little little kids. I would say like anyone old than 7 would non like this moving picture show. But in effect vitality.,1.0,augmented,negative
The tenth installment about young dinosaurs. Good animation and great story. The Land Before time is big story about friendship.,3.5,land_before_time_x_the_great_longneck_migration,positive
i love all these movies. they always have a great story. this one is one of my favorites.,4.5,land_before_time_x_the_great_longneck_migration,positive
"Migration is what it is: a cute, harmless family adventure with beautiful animation and likeable characters with a heartwarming family dynamic despite their rather undercooked personalities and a rather generic story. I'd probably consider it the third-best animated film of 2023 focusing on feathered friends had I actually seen The Boy and the Heron. Good on this film for being a surprise hit but I think, even by the standards of the notoriously safe Illumination, this film was a bit of a ""going-through-the-motions"" kind-of thing, though it's handled much less frustrating than Spirit Untamed in that regard. Meh, for what is pretty much a filler project between the animated tentpoles that are The Super Mario Bros. Movie and the still-upcoming-at-the-time-I'm-writing-this Despicable Me 4, it's still a better film than Wish. That film was Disney's big 100th-anniversary celebration and the most hyped-up film in the Animated Canon since Frozen II. Of course that film being a disappointment was going to sting more than a film the director of Ernest and Celestine - which I've never seen but have heard good things about it - described as essentially a family-friendly National Lampoon's Vacation with ducks that probably exists to give the more inexperienced staff something to do while the big boys FINALLY give us an update on Gru, Lucy and the girls after 7 long years.",3.0,migration_2023,neutral
We loved the movie. I took my 3 grandchildren to see it age 2-11. I highly recommend this movie.,5.0,migration_2023,positive
Nah. Pointless and drilling.,3.0,augmented,neutral
"While I enjoy me some birds, good photography, and good music, this isn't great. The acting is terrible. No, to keep things serious here, I'd say that this isn't as engaging and epic as a Planet Earth episode nor as well-presented as March of the Penguins. Also, I don't like my films that focus on animals to have humans in it. Not bad, but not awesome, either.",3.0,winged_migration,neutral
all of the land b4 time movies rock,5.0,land_before_time_x_the_great_longneck_migration,positive
"Couldn't be more pleasantly suprised by a movie. Despite being in awe of how strong and committed and gorgeous each bird featured is, I found myself staring at the scenery more often than not. I have never wanted to be able to fly more in my entire life. Not for the ease of travel but for the ability to see the beauty of the world from the best perspective...the air. I wonder if these birds really KNOW what they are looking at when they migrate past the Eiffel Tower, between the mountains, over expansive deserts. I long to see all of these things and these magnificent creatures demand our respect when considering all that they can do that we cannot. There are some truly frightening moments that I won't soon forget, as when a wounded bird is hunted down by crabs on a seashore. And some moments that fill me with self-hatred when I think of how my industrialized nature contributes to the tragedy some of these birds befall. There are many movies that I love and many that change the way I watch movies in general...but not many can change the way that I look at the world. Change the things that I appreciate, and humble me to the core. Winged Migration did that all. It's a rare gift to see a film so simple and grand at the same time.",5.0,winged_migration,positive
"Oil production as duck poop, with a few laughs fuddle in.",1.0,augmented,negative
"good kids movie, grandkids enjoyed it",3.5,migration_2023,positive
"One of those documentaries that are just as fascinating and appealing as the subject, with this one being purely observant without any structured narrative resulting in beautiful photography giving a heightened experience to solidify the perfected approach. Based on its presentation, it was most likely a worthwhile theatrical experience – and maybe still is if rejuvenated projections allow the chance. (B+)",4.0,winged_migration,positive
"I enjoyed Microcosmos, not so much for narration or not, just how funny it was and sensual with the matching of insect movement, behavior and poetry in their activities. This movie is more cut and dry, a bit too formal for my liking. Each bird species was identified, but often not long did the camera linger to see what it did once it landed. I would have liked more poetry in this, and less of a feeling of a study of birds, to keep the audience interested.",2.5,winged_migration,neutral
"Simply not funny. At the ending, my 5 year old said she didnt laugh at all. I divvy up her sentiments and we walk out. I hope to never watch over information technology again.",1.0,augmented,negative
Ducky: I have just one question: do we have to go through the swamp again?,2.5,land_before_time_x_the_great_longneck_migration,neutral
"Mellow and picturesque film. Because of the way to show them (birds) as natural as possible, it just does put me into the scenery and let me feel something without preaching a sermon by words...",4.0,winged_migration,positive
"A unique and beautiful story of birds, without a single word. One of the all time best.",5.0,winged_migration,positive
all i watch is kids movies and horror movies and i got to say this is my favorite kids movie OF ALL TIME,5.0,migration_2023,positive
"We loved it, kids and adults alike!",5.0,migration_2023,positive
i love the song bestest friends,3.5,land_before_time_x_the_great_longneck_migration,positive
i luv the land before time!!!!!!!,5.0,land_before_time_x_the_great_longneck_migration,positive
The behind the scenematerial is as good as the movie. The Pelican is now my favorit bird.,4.0,winged_migration,positive
"Great animation and voice cast. The story itself was really entertaining, and had some really sweet moments. My favourite thing about this movie is the backgrounds, they're really beautiful, and there are a few moments where you get a chance to really admire them.",5.0,migration_2023,positive
"I took my grandkids, ages, six and 8 1/2, to see this during their spring break. I so enjoyed it and so did they. There were lessons to be taught like dont be afraid to go on adventures and its important to help others, but you were not beat over the head with those ideas. The three of us laughed at many many places in the movie and the characters were so much fun. I hope they do a sequel unless this is already a sequel and we missed it. I highly recommend it. No profanity no awkward situations. Just a fun movie.",5.0,migration_2023,positive
Surprisingly moving. Unbelievably beautiful.,5.0,winged_migration,positive
"I guess it was hunky dory, I lost interest within a few instant though. 😒",3.0,augmented,neutral
Entrancing. Some of the sequences filmed from within a flying flock are wonderful. A contemplative film with little sense of structure.,5.0,winged_migration,positive
Great movie. My daughter love it. Me too.,5.0,migration_2023,positive
Just love all the land before times :D,3.5,land_before_time_x_the_great_longneck_migration,positive
Really fun movie with great jokes and good story,3.5,migration_2023,positive
How did they get this footage? Amazing stuff.,4.0,winged_migration,positive
sssssoooooooooooooooooooo drilling! !! !! !!,1.0,augmented,negative
"If my girl watch this one more time. .. .. i swear one ' m gonna snap people! lol, non really. .. but be is freakin ' annoying, yet if it is nice hearing James Garner and Kiefer Sutherland. Must have been paid a whole pot of cash to do this crap.",1.0,augmented,negative
This expire with the 3rd single. ..,1.0,augmented,negative
"As far as animated family road trip movies go, this is no Croods. The investment in the plot is low, even while the characters do their best to make up for it. Tresi Gazal's antics as Gwen easily stole the show, and there are plenty of heartfelt moments for the family, but ultimately I ended the movie with the thought in the back of mind being that this trip really wasn't necessary.",3.0,migration_2023,neutral
"I thought that Migration flew under the radar. I didn’t really hear a lot of buzz when it came out back in 2023, nor have people really talked about it since then. So, imagine my surprise when I discovered that this little Illumination animated movie made over $300 million at the box office. I guess people did go and see it. As a film, it’s fine. The story takes a very familiar route through the family comedy genre. Kumail Nanjiani, Elizabeth Banks, Keegan-Michael Key, Danny DeVito, and Carol Kane all give passable performances. I may forget that I’ve seen Migration, but I didn’t mind watching it.",3.0,migration_2023,neutral
"Migration is family oriented and growth centered animation that isn't epic or particularly smart. However, it's entertaining, lined with values and well done.",3.0,migration_2023,neutral
Super fun moments and beautiful characters plus an spectacular animation! Another amazing work from Illumination.,5.0,migration_2023,positive
It was a cute and sweet tale of how you shouldn't be scared to try new things,4.0,migration_2023,positive
What a beautiful film! Watch the DVD so you can see the special features...,5.0,winged_migration,positive
"Cute, but the series is going downhill...",3.5,land_before_time_x_the_great_longneck_migration,positive
"Great family night movie. Lots of laugh out loud moments. It wasn't a constant chase scene, like many kid movies can be. I liked the themes of opening your eyes to a wider world, with a dose of optimism. And lots of visuals of birds flying. Lastly, a fun dance number at the very end.",4.5,migration_2023,positive
"While this may not reach the heights and the heart of the best Pixar movies, it is funny, silly, exciting, the dialog is crisp and it showcases individual growth and the importanace of family.",5.0,migration_2023,positive
"A crisp documentary about the migration patters of birds. While this movie deserves all the praise in the world for the amazing cinematograhy, I wshed for a bit more contextual narration to actually learn something about what I am looking at. Still, if you are into documentaries, camerawork, bird or nature you should not miss this one.",4.0,winged_migration,positive
awesome family movie!,5.0,migration_2023,positive
Have you ever wanted to live inside of a movie? ...thats what it was like :o),5.0,winged_migration,positive
"If my daughter watches this one more time. .. .. 1 swear one ' m gonna snap people! lol, not really. .. but be is freakin ' irritation, yet if it is nice hearing James Garner and Kiefer Joan sutherland. Must have been paid a whole wad of cash to do this bull.",1.0,augmented,negative
"Not too bad of a movie, but others are better",3.0,migration_2023,neutral
"NICE TITLE. just kidding. it ' s a little lame. after see planet worldly concern with better shot and expanded entropy, this doesn ' t rather match astir with information technology.",3.0,augmented,neutral
Beautiful movie I loved it so much,5.0,migration_2023,positive
"Beautiful documentary on the migration of birds big and small. All the scenes were breath-taking and spectacular. The birds were really unique too. There are some birds you see everyday and then there are some you never would have thought existed because they look so odd. I'd recommend this to the bird lovers and nature buffs, but I think anyone can watch this documentary and come out happy.",4.5,winged_migration,positive
"Pretty good movie! It's another ""get from point A to point B"" movie, but has some things mixed in with it that make it pretty entertaining to watch.",3.5,migration_2023,positive
The camera work is worth the rental and the hour and half of your life. The story line is good too. Some of nature's death scenes are in it so be warned. Very little narration and the music wasn't intrusive.,4.0,winged_migration,positive
Easily some of the best scenery shots I have ever seen.,5.0,winged_migration,positive
"Beautiful, stunning photography but a tad boring.",3.0,winged_migration,neutral
"The bad movie single seen, til now they still preserve making more movies out of it",1.0,augmented,negative
"i love birds, really i do but watching them fly for one and a half hours with hardly any commentary made me want to drill a hole in my head",0.5,winged_migration,negative
I liked this movie I got a cool message from this movie - you need open your eyes!. Also it has many funny moments! I would like to watch it again.,4.5,migration_2023,positive
"Slow, but very nice visually.",3.5,winged_migration,positive
"Awesome cinematography, a little slow for me since I do non have a big interestingness in bird.",3.0,augmented,neutral
"It constitute a cute movie, fun premiss, just not a flick my 7 - year - old or I would watch again. She thought information technology was boring and got restless, where she unremarkably stares at screen like a zombi.",3.0,augmented,neutral
"A motion picture standing out from its flock in a bad means. "" Migration "" gave PIXAR a spoilt looking at while it humor isn ' t bad and in all probability a joy drive for little kids.",1.0,augmented,negative
"NICE title of respect. just kidding. information technology ' s a little square. after watch planet earth with good shots and expanded data, this doesn ' t quite match up with it.",3.0,augmented,neutral
this film blew me away totally. its a must watch for docu style wild life film enthusiasts. the camera work is better than i have ever seen before.,4.5,winged_migration,positive
"Although the cinematography was quite beautiful, when one finds out during the "" Making of "" segment of the DVD that these birds were merely trained puppets it really takes the air off of the wings. I should have known when I saw the Canada geese in the middle of the Grand Canyon (Come on! since when do they land in the middle of the desert?) - and when they just happened to land near an old jalopy in the middle of nowhere and drink body of water that just happened to be trickling from the sideboard I began to insure what was going on. Granted, I realized that they were filming these birds from ultralight aircraft, and to get some of these scenes they had to be somewhat staged - simply to have stolen these birds from the nest and raised them merely to complete a few conniption in a pompous French film that had to take a few swipes at America (we trash our deserts) borders on animal cruelty. The only migratory flights these birds made were on Lufthansa Airlines. They were shipped to the locations in tiny crates - worse conditions than the cages in the trapper ' s boat in the Amazon. And to have allowed - or should I say - forced one bird through an oil slick in an Eastern Europe factory site just to make an environmental point is just sickening. Then you see that they basically wired a stork ' s legs to the back of on ox - drawn cart to set up some romantic shot of birds gliding through a rice paddy in the middle of China - (Is that the same bird that you see them gloating about saving in the "" Making of "" segment?) All this with a grandiose narrative and that annoying French opera music in the background really starts to get on the nervousness after a piece. They claim that this is neither a documentary nor a work of fiction, and I kind of wished they [i] had [/ i] made it a work of fiction. At least then you would realize that what you were dealing with had no basis in reality. Finally, you have to wonder what happened to the birds after the filming be over - we all know how fond the French are of goose liver pate. And they ' re known for the way that they prepare duck for the table. Bon appetit!",1.0,augmented,negative
"Awesome! The perspective of just being ""one of the birds"" is breathtaking.",5.0,winged_migration,positive
wow! I gew up with those movies!,4.5,land_before_time_x_the_great_longneck_migration,positive
"When I die, I want to be reincarnated as a goose!",5.0,winged_migration,positive
It felt like a story that had been told many times before. Little children will still love the movie.,3.0,migration_2023,neutral
This film deserves a sequel!,5.0,migration_2023,positive
It was cute. My kids loved it,5.0,migration_2023,positive
It was somewhat entertaining but sort of felt like the Rio movie.,3.0,migration_2023,neutral
A great movie about birds and just birds. Not too many pesky humans get in the way (other than ones that interfere with the migration).,4.5,winged_migration,positive
The 10th of this great cartoon classic,5.0,land_before_time_x_the_great_longneck_migration,positive
I can appreciate this one for what has gone into making it but I think I may have missed the point as I just found this award winning documentary boring.,2.0,winged_migration,negative
"While the tv camera work is impressive and the photography gorgeous, "" Winged Migration "" is too repetitive and now and then dark.",3.0,augmented,neutral
"It's pretty good, I guess. I mean, the cinematography is pretty great, but it DOES get kind of boring. Plus, the way the human element was handled seemed pretty clumsy and contrived to me. Plus, there was an air of pretention about it, something I never got watching Marty Stouffer's Wild America, or any number of IMAX films, the two best of those being ""Antarctica"" and ""Beavers"". I really liked alot of it, and I loved the impression of feeling like a bird, but the film just didn't capture my imagination as well as it could have.",3.5,winged_migration,positive
The most breathtaking nature documentary ever made. This is so much better than March of the Penguins. It deserves so much more recognition than it gets.,5.0,winged_migration,positive
We absolutely loved the movie! I saw it with my teenager daughter and we both loved it! Very cute and definitely for all ages.,5.0,migration_2023,positive
Loved the movie! Its for all ages! Good laughs and storyline!,5.0,migration_2023,positive
Impressive how this movie is able to capture you although it uses almost no words. Impressive documentary where nature is able to do the talking :),3.5,winged_migration,positive
I REALLY LOVE THIS MOVIE!!! i can watch it over and over again and cant stop watching it...its babyish to watch these but i love them!!!,5.0,land_before_time_x_the_great_longneck_migration,positive
never see birds the same way again. beautiful photography.,4.0,winged_migration,positive
Duck la morange tasted delicious is but it was a decent movie,2.5,migration_2023,neutral
"Very good animation, and storyline",5.0,migration_2023,positive
spectacular footage!,5.0,winged_migration,positive
Excellent Movie must watch --Specially the hindi dubbed in really funny. Movie has some nice moment. i really love this.,5.0,migration_2023,positive
Beautiful cinematography.,4.0,winged_migration,positive
The story between the main family of ducks was really sweet.,5.0,migration_2023,positive
Now I finally see where I got the quote: 'Me no know' from! And Littlefoot has a dad?! O___O,2.5,land_before_time_x_the_great_longneck_migration,neutral
"I of the worst films that I ' ve seen in recent year. The story is terrible, as well as the characters and articulation performing. The animation was promising only in the end is just. .. meh. A waste of meter.",1.0,augmented,negative
1 realy delight this on pb.,1.0,augmented,negative
"[WARNING— SPOILERS] Logically speaking, my review would state that this should be 3/5 of the stars. Emotionally however, this movie does not resonate with me. On a personal level, I don’t understand how people have found this movie enjoyable or how some of the critics did aswell but those are opinions that are not of me to judge. But here I am, posting a useless rant on a mediocre movie on a Croods (a much better movie than this one) like theme that I will forget in a day. First of all, Mack states that he has had his fear of flying since he was a child which falls under the category of a phobia. He never really portrays it however. Instead, when he finds out he will be alone if he doesn’t, he immediately overcomes it with no doubt whatsoever. As a person who experienced a phobia before, this does not go away so quickly nor so efficiently. I understand this is a kids movie, but at least make it realistic. And the fact that this is coming from a child should tell the director something. I will leave this to your interpretation however. Second of all, and forgive me if I am ignorant and missed the idea, there was no noticeable character flaw besides the fear that disappeared in a matter of two seconds. It wasn’t like Grug who accurately displayed his emotions and got over them, it was more of a wild goose chase to get to Jamaica and have a Disney happy ending (no pun intended.) The plot is also pretty confusing, like why is the chef so determined to kill the ducks? It doesn’t make sense at all and there is no logic or reason behind his actions other than he wants to cook them. No chef looks at a duck, grins diabolically and thinks “I waited my whole life for this and even chased you from a helicopter.” It kind of dashes the whole point of the movie away. Another thing I would like to mention is how the child is another typical “I want to be a hero and save the day and wont let you stand in my way, [insert guardian name here]” like all the other cliche tropes we have grown to forget. He never learns that he should stop and listen to his parent. Yes, he did a good job by saving the ducks. In fact, he did the correct thing. But his actions have left him and his father arguing over a concept the kid never learns to accept: staying safe and helping others have to work in a balance. This report may represent a false projection of my actual being. I am open and quite optimistic and winning to give many things the benefit of the doubt much like the wife. Except that the wife is a bit too optimistic. She is a happy go lucky character with the survival instincts of that potato chip you dropped behind your couch. She also contributed nothing to the movie besides “opening the eyes of the main character to have no fear or intuition whatsoever.” And like stated from the above, the children are worst. To be quite honest, there is more I would like to say about this film but I have already forgotten the majority of the movie thanks to how unreasonably stupid and idiotic this was. However, this was quite bearable unlike most other horrible movies. You guys could have done better, but at least you put in the tiniest bit of effort into this. I hope this opinion didn’t take a bad role into you guys and I hope no harm. Thank you for reading and remember that this is only but a drop of negativity in the sea of online rants. Have a nice day.",1.5,migration_2023,negative
"beautifly filmed documentary, no story needed, the images tell the story",4.0,winged_migration,positive
One of my all-time favorites.,4.5,winged_migration,positive
The dinosaurs we know from all the previous movies make new friends as longneck strangers pass through the Great Valley.,3.5,land_before_time_x_the_great_longneck_migration,positive
"Oh, Lord. I really wanted to like this one, but I was stuck in a warm theatre with a raging headache after lunch during a day in Hot Springs at the Docu. Film Fest. I just couldn't take the soothing soundtrack. Down I went for the count. I woke up when it was mostly over.",2.0,winged_migration,negative
It felt like a story that get been told many times before. Minuscule kid will even bonk the movie.,3.0,augmented,neutral
I really like the movie and I enjoy it,4.5,migration_2023,positive
"A movie abide out from its flock in a bad room. "" Migration "" gave PIXAR a speculative look while its wit international relations and security network ' t spoiled and probably a joy drive for fiddling tiddler.",1.0,augmented,negative
"Overall, I really enjoyed every of the animation, which actually uses watercolor parts, as well as every of the voice acting, including Danny DeVito's really silly voice! The only problem is that the storyline is a little basic. 🤣😂😅",4.5,migration_2023,positive
used to love these! this is one of my faves,3.5,land_before_time_x_the_great_longneck_migration,positive
Cute movie that adults can enjoy alongside kids!,4.0,migration_2023,positive
Well cluck me. Migration is... You know what I'm not going to go in depth about some ducks! let me show you some actual payoff for your sake of reading! Some duck family tries to migrate to Jamaica with these Storks/Rio one dimensional Chinese knockoffs! Unlike the other two Migration doesn't pack any differentiation to take on holiday. I mean the best things are the parrot and Elizabeth Banks was cool too but it wasn't like she wasn't going to use a shower head as a... Ahem excuse me. Overall for the kiddies not me!!! Grade: QUACK!!!,2.5,migration_2023,neutral
A must for chenophiles...,4.0,winged_migration,positive
Not the best Hoot documentary film. .. blaze not a very interesting documental time period.,1.0,augmented,negative
This was beautiful. It's a peaceful movie that puts you into a calm state of mind. I watched the special features and was amazed at all the work that went into this movie.,4.0,winged_migration,positive
"Nice movie, was fun to watch",5.0,migration_2023,positive
Migration is a good animated movie with a great story and characters!,5.0,migration_2023,positive
"It ' s fine, while it is not every bit serious as the last trinity movies that Elucidation get, it be still alright. 6. 5 / 10",3.0,augmented,neutral
Absolutely beautiful! I felt like I was soaring with the birds for 89min of my life. My 3 year old son also loves this movie.,5.0,winged_migration,positive
Family animated movie!,5.0,migration_2023,positive
Spectacular for all ages.,4.0,winged_migration,positive
"Loved this family movie, thoroughly enjoyable.",4.0,migration_2023,positive
"What a beautiful movie. Very little narration, just footage of birds. Great footage too - I'm amazed they could get such intimate shots. The movie lets nature do the talking in its own silent way (with some goose honking too).",4.5,winged_migration,positive
"What an amazing movie, I was in awe Animation did it yet again!!! Must see",5.0,migration_2023,positive
"A stupid, boring, unfunny mess. However, the animation is quite stunning.",2.0,migration_2023,negative
I really liked this one...,4.0,land_before_time_x_the_great_longneck_migration,positive
I have this one on video,4.0,land_before_time_x_the_great_longneck_migration,positive
"Perhaps it's the expectations that I had watching the show. At first things was okay and 'realistic' in a cartoonish way. Then the Chef came into the picture it was fine but the next continuous one with the Chef involved... it kinda made the whole story became too uninteresting with it just not making sense in a lot of things. No meaning to it too. The animation is great. I wish it was just focused on the challenges in nature, humans in general and more animals like the crocodile!",2.5,migration_2023,neutral
Hilarious!!! My grandsons belly laughed most of the time!,5.0,migration_2023,positive
It was cute and funny. Shows how family really is with helping each other having disagreements and encouragement,5.0,migration_2023,positive
Watch this one if you really need to relax. Beautiful visuals and generally soothing. Great for insomnia...but not because its a bad movie. It's just that relaxing.,4.5,winged_migration,positive
Hitch it at Woodlane public lecture theatre this week. Beautiful simply a bit boring sometimes. Interesting to see the birds ' behaviours only it ' s hard to interpret what and wherefore they do what they dress when no one ' s explaining it to you.,3.0,augmented,neutral
"It's good enough to see if you are a child, or just a huge Illumination fanatic sitting in your parent's basement with minion posters all over your room. If you're one of those people, you will like this movie enough to be happy. I am giving this movie 3 and a half stars because in reality, the mean chef was just trying to do his job. He's not a mercenary guys. He's just trying to keep his restaurant in business. I can't blame him either; I bet his ducks taste amazing. All in all, this is a cartoon, so I like that Illumination is just trying to give kids a happy ending for the ducks. It also has amazing graphic quality, which honestly makes the ducks look tastier. I can say that because what 4 year old is going to log on to rotten tomatoes and read this?",3.5,migration_2023,positive
"The ones I remember from being little get 4 stars, the ones i don't get 3",3.0,land_before_time_x_the_great_longneck_migration,neutral
The worst illoumanation film and it realest after the practiced illoumanation film,1.0,augmented,negative
"This film is so beautiful, it surprised me when a tear came out of my eye. For a pseudo-macho man to admit that, that's huge. So see this if you want to know what freedom is like. Or at least the idea of it.",4.5,winged_migration,positive
A nice film about one of nature's greatest species. It's an impressive piece of documentary work taking in many different locations from all over the world.,3.5,winged_migration,positive
"pretty good movie, we enjoyed it!",5.0,migration_2023,positive
"The Scenes in this are unbeleiveable. I have seen Mallard Ducks for years but never noticed how flat they are when they fly. You fly with the birds, you will be in awwwww.",3.5,winged_migration,positive
Very enjoyable movie for adults and children. Some sceens were a little slow but that is expected. Both children enjoyed it and I will buy it on digital.,4.5,migration_2023,positive
Generic and irksome movie,1.0,augmented,negative
Non the best Snort documentary film. .. hell non a rattling interesting documentary period.,1.0,augmented,negative
"While there were plenty of funny moment that ingest kids laughing, there cost also rather a few intense and anxiety - inducing scenes. My kyd find a bit stressed out after watching the film.",3.0,augmented,neutral
"There is some absolutely breathtaking scenery in this film. My kids and I were totally amazed at some of the incredible shots they were able to achieve - that no human eye would be able to capture without some keen innovations, such as bird-mounted cameras, and super slow-motion video. Highly recommended!",5.0,winged_migration,positive
"Awesome, stunning photography. Visual poetry with beautiful symmetry, and just enough social commentary to make its point.",5.0,winged_migration,positive
how many of these movies were there???,2.5,land_before_time_x_the_great_longneck_migration,neutral
A gorgeous film. One of the most breathtaking documentaries I've ever seen. It's just shot after gorgeous shot of incredible journeys accompanied by uniquely inspiring music. Watching this makes me want to paint.,4.5,winged_migration,positive
"The birds fly freely, gracefully and confirmedly.",5.0,winged_migration,positive
"Fustian. This is actually one I watched, but honestly, One hardly retrieve anything about information technology. Ane remember the eternal sleep stories and that ' s fairly much it after that.",1.0,augmented,negative
Absolutely hilarious.... the whole family enjoyed it.....,5.0,migration_2023,positive
It was pretty good. The ongoing villain in this movie is good. Actors are good to so it’s a good movie for the family.,3.5,migration_2023,positive
"I was disappointed with this movie, and I'm sad that I was disappointed; after all, it's about one of the greatest joys in life. There was nothing about songbirds, there was no integration of information about why birds migrate. But I refuse to give it less than two stars because you're watching beautiful birds soar thousands of miles across purple skies.",2.0,winged_migration,negative
"I really enjoyed it the animation was impressive, I loved all the characters and their voice actors did a job playing them the scene where they arrived at Jamaica reminded me of rio which I have compared this film to and even though I have never seen Ernest and celestine or the big bad fox and other tales Benjamin renner did well directing this so not bad for his first English language film and first CGI film and john Powell did well with the music I did think that the human characters should have been given dialogue like in other animated films with talking animals but overall illumination doesn't seem to disappoint as Always especially since I am getting use to watching illumination films that aren't minion related and just comes to show that animated bird movies work so I hope they make a sequel as there are many more places the mallards could go to.",4.0,migration_2023,positive
This movie was so beautiful. It made me appreciate birds as species superior to humans.,5.0,winged_migration,positive
"Although the cinematography was quite beautiful, when one finds out during the "" Making of "" segment of the DVD that these birds were merely trained puppets it really takes the air off of the wings. I should have known when I saw the Canada geese in the middle of the Grand Canyon (Come on! since when do they land in the middle of the desert?) - and when they just happened to land near an old bus in the middle of nowhere and drink water that just happened to be trickling from the sideboard I began to see what was going on. Granted, I realized that they were filming these birds from ultralight aircraft, and to get some of these scenes they had to be somewhat staged - but to have stolen these birds from the nest and raised them merely to complete a few scenes in a pompous French film that had to take a few swipes at America (we trash our deserts) borders on animal cruelty. The only migratory flights these birds made were on Lufthansa Airlines. They were shipped to the locations in tiny crates - worse conditions than the cages in the trapper ' s boat in the Amazon. And to have allowed - or should I say - forced one bird through an oil slick in an Eastern Europe factory site just to make an environmental point is just sickening. Then you see that they basically wired a stork ' s legs to the back of on ox - drawn cart to set up some romantic shot of birds gliding through a rice paddy in the middle of China - (Is that the same bird that you see them gloating about saving in the "" Making of "" segment?) All this with a grandiose narrative and that annoying French opera music in the background really starts to get on the nerves after a while. They claim that this is neither a documentary nor a work of fiction, and I kind of wished they [i] had [/ i] made it a work of fiction. At least then you would realize that what you were dealing with had no basis in reality. Finally, you have to wonder what happened to the birds after the filming was over - we all know how fond the French comprise of goose liver pate. And they ' re known for the way that they prepare duck for the table. Bon appetit!",1.0,augmented,negative
"our 7 year old loved it, the colors, story, voices and lack of violence made it a great movie",5.0,migration_2023,positive
"A gorgeous movie, with a bird's-eye view of flying. Spectacular vistas. A must if you're a birdwatcher.",5.0,winged_migration,positive
#1 in my top ten of 2003.,5.0,winged_migration,positive
Hour angle some of the best cinematography you ' ll ever see in a nature limited.,3.0,augmented,neutral
"first kiss with my last boyfriend was during the credits of this movie. sigh. also, its gorgeous and really cool.",4.5,winged_migration,positive
Really good movie and the storyline and content . But the timing is a little bit too short wish it was more. Rotten tomatoes: 5/5,5.0,migration_2023,positive
"The more I get older, the more I realize that these Illumination movies are just not that entertaining. In grade 4 I liked these movies, but not anymore. This was boring and I wanted to watch space jam instead.",2.0,migration_2023,negative
"[ i] The Fog of War [/ i] should be required viewing for everyone in the Bush administration. Unfortunately, they would probably look at Robert McNamara as someone who has softened with age, and lost his true perspective. They would be deluded, of course. McNamara does quite a bold thing in Errol Morris ' film. It ' s almost a type of confession. As if he is attempting to absolve himself of mistakes that he made. Unlike when you and I screw up, McNamara ' s mistakes killed people. He ' s nothing if not genuine. Michael Moore can get word from this film. It ' s more effective than F9 / 11, and far better technically. Morris is the greatest documentary filmmaker to ever live, and Moore has got a long way to go just to sniff his jock. Finally, is it ironic or sad that liberals, libertarians, and true conservatives have reached a point where we might [i] wish [/ i] Robert McNamara was the current SecDef? [i] Welcome to Death Row [/ i] is an interesting look at the record label (Expiry Run in Records) and it ' s notorious associates (Shug Knight, Dr. Dre, Snoop Dogg, Tupac Shakur, Harrio, etc. ). The film is extremely well directed and edited, and is an absorbing watch. I found it a bit incomplete, however, because it treated Shakur ' s murder as more of an afterthought. To pine tree state, that ' s when the story really gets interesting. I think the film also shows these entertainers and record people in a different light. They are thoughtful, smart artists who love their craft. A far cry from the general public perception. This film is incredibly underwatched. By comparison, it has 1 / 30 the votes on IMDB that [i] The Fog of War [/ i] has, and that film represent often considered ' missed. ' [i] Winged Migration [/ i] is the bird movie where the French dude figured out how to shoot birds in flight. It ' s beatiful, and I enjoyed information technology vastly (watched it twice last night ). But, in the end, it ' s 100 minutes of birds flying, so it only gets 6 / 10.",3.0,augmented,neutral
"This movie is so unrealistic , in this movie the clouds roll up into a ball in real life this wouldnt happen. also birds cannot talk , PLEASE FIX THIS",0.5,migration_2023,negative
"My favourite documentary of this kind. The ""making of"" is amazing too.",5.0,winged_migration,positive
"Sadly, the best movie we rented this week. (This was frm the free bin...)",4.0,land_before_time_x_the_great_longneck_migration,positive
Cute. Good for kids. Not as entertaining as other animated films for adults. good message about family and facing fears.,3.0,migration_2023,neutral
A very sweet family movie with a meaning.,5.0,migration_2023,positive
Its cute for the kids and parents,4.0,migration_2023,positive
Beautiful. A tribute to our Creator.,5.0,winged_migration,positive
"Winged Migration is an insanely high regarded movie. It holds a 96% on the TomatoMeter, and scored an Oscar nomination for Best Documentary. Granted, I only saw this once, and I was young, but I remember enough. The premise of this movie is simple. It follows the migration of dozens of birds. The birds come from different places, and eventually wind up in different places. Obviously the scenery and images are the attraction of the movie. And there are plethora of beautiful images of the birds in flight. But it's the very idea of the movie that downs it in the end. When it comes down to it, I'm not interest in watching birds for 85 minutes. Sure for the first 20 minutes it is a wonder to behold. But eventually it just becomes a drag. I can understand the love for this movie, because it is beautiful, but pretty images are only so interesting for so long. ""The story of bird migration is the story of promise - a promise to return."" 4/10",2.0,winged_migration,negative
